Make,Model,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Vehicle Class_COMPACT,Vehicle Class_FULL-SIZE,Vehicle Class_MID-SIZE,Vehicle Class_MINICOMPACT,Vehicle Class_MINIVAN,Vehicle Class_PICKUP TRUCK - SMALL,Vehicle Class_PICKUP TRUCK - STANDARD,Vehicle Class_SPECIAL PURPOSE VEHICLE,Vehicle Class_STATION WAGON - MID-SIZE,Vehicle Class_STATION WAGON - SMALL,Vehicle Class_SUBCOMPACT,Vehicle Class_SUV - SMALL,Vehicle Class_SUV - STANDARD,Vehicle Class_TWO-SEATER,Vehicle Class_VAN - CARGO,Vehicle Class_VAN - PASSENGER,Transmission_A10,Transmission_A4,Transmission_A5,Transmission_A6,Transmission_A7,Transmission_A8,Transmission_A9,Transmission_AM5,Transmission_AM6,Transmission_AM7,Transmission_AM8,Transmission_AM9,Transmission_AS10,Transmission_AS4,Transmission_AS5,Transmission_AS6,Transmission_AS7,Transmission_AS8,Transmission_AS9,Transmission_AV,Transmission_AV10,Transmission_AV6,Transmission_AV7,Transmission_AV8,Transmission_M5,Transmission_M6,Transmission_M7,Fuel Type_D,Fuel Type_E,Fuel Type_N,Fuel Type_X,Fuel Type_Z,EngineSize_Cylinders,CO2 Emissions Category
ACURA,ILX,-0.851086201165638,-0.8769341163215539,9.9,6.7,-0.8544903781995579,33,-0.9303718371675024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Low
ACURA,ILX,-0.5580657988515988,-0.8769341163215539,11.2,7.7,-0.4811839724644082,29,-0.5086850396484295,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,9.6,Medium
ACURA,ILX HYBRID,-1.2173617040581872,-0.8769341163215539,6.0,5.8,-1.7368509735735482,48,-1.9424201512132773,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,6.0,Low
ACURA,MDX 4WD,0.24774030751200957,0.20642873888631294,12.7,9.1,0.027870217174432513,25,0.06480900497750965,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,21.0,Medium
ACURA,RDX AWD,0.24774030751200957,0.20642873888631294,12.1,8.7,-0.14181451270518106,27,-0.12073318593088242,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,21.0,Medium
ACURA,RLX,0.24774030751200957,0.20642873888631294,11.9,7.7,-0.34543618856071723,28,-0.35687779254156327,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,21.0,Medium
ACURA,TL,0.24774030751200957,0.20642873888631294,11.8,8.1,-0.3114992425847946,28,-0.3231428487400374,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,21.0,Medium
ACURA,TL AWD,0.3942505086690294,0.20642873888631294,12.8,9.0,0.027870217174432513,25,0.06480900497750965,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,22.200000000000003,Medium
ACURA,TL AWD,0.3942505086690294,0.20642873888631294,13.4,9.5,0.19755494705404608,24,0.26721866778666464,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,22.200000000000003,Medium
ACURA,TSX,-0.5580657988515988,-0.8769341163215539,10.6,7.5,-0.6169317563680992,31,-0.6604922867552957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.6,Medium
ACURA,TSX,-0.5580657988515988,-0.8769341163215539,11.2,8.1,-0.4133100805125624,29,-0.4412151520453778,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,9.6,Medium
ACURA,TSX,0.24774030751200957,0.20642873888631294,12.1,8.3,-0.20968840465702623,27,-0.205070545434697,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,21.0,Medium
ALFA ROMEO,4C,-0.9975964023226577,-0.8769341163215539,9.7,6.9,-0.8884273241754804,34,-0.9809742528697911,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7.2,Low
ASTON MARTIN,DB9,2.005862721396246,3.4565173045099136,18.0,12.6,1.5550327860909545,18,1.819026082656853,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,70.80000000000001,High
ASTON MARTIN,RAPIDE,2.005862721396246,3.4565173045099136,18.0,12.6,1.5550327860909545,18,1.819026082656853,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,70.80000000000001,High
ASTON MARTIN,V8 VANTAGE,1.1268015144541277,1.2897915940941798,17.4,11.3,1.24960027230765,19,1.4648091727408317,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,37.6,High
ASTON MARTIN,V8 VANTAGE,1.1268015144541277,1.2897915940941798,18.1,12.2,1.4871588941391094,18,1.7346887231530383,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,37.6,High
ASTON MARTIN,V8 VANTAGE S,1.1268015144541277,1.2897915940941798,17.4,11.3,1.24960027230765,19,1.4648091727408317,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,37.6,High
ASTON MARTIN,V8 VANTAGE S,1.1268015144541277,1.2897915940941798,18.1,12.2,1.4871588941391094,18,1.7346887231530383,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,37.6,High
ASTON MARTIN,VANQUISH,2.005862721396246,3.4565173045099136,18.0,12.6,1.5550327860909545,18,1.819026082656853,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,70.80000000000001,High
AUDI,A4,-0.851086201165638,-0.8769341163215539,9.9,7.4,-0.7526795402717895,32,-0.8291670057629249,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,8.0,Medium
AUDI,A4 QUATTRO,-0.851086201165638,-0.8769341163215539,11.5,8.1,-0.34543618856071723,28,-0.35687779254156327,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
AUDI,A4 QUATTRO,-0.851086201165638,-0.8769341163215539,10.8,7.5,-0.5829948103921759,30,-0.62675734295377,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,8.0,Medium
AUDI,A5 CABRIOLET QUATTRO,-0.851086201165638,-0.8769341163215539,11.5,8.1,-0.34543618856071723,28,-0.35687779254156327,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
AUDI,A5 QUATTRO,-0.851086201165638,-0.8769341163215539,11.5,8.1,-0.34543618856071723,28,-0.35687779254156327,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
AUDI,A5 QUATTRO,-0.851086201165638,-0.8769341163215539,10.8,7.5,-0.5829948103921759,30,-0.62675734295377,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,8.0,Medium
AUDI,A6 QUATTRO,-0.851086201165638,-0.8769341163215539,12.0,8.1,-0.277562296608872,28,-0.27254043303774866,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
AUDI,A6 QUATTRO,-0.11853519538053964,0.20642873888631294,12.8,8.6,-0.04000367477741267,26,-0.0026608826255420143,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.0,Medium
AUDI,A6 QUATTRO TDI (modified),-0.11853519538053964,0.20642873888631294,9.8,6.2,-0.9902381621032489,35,-0.5761549272514811,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18.0,Medium
AUDI,A7 QUATTRO,-0.11853519538053964,0.20642873888631294,13.3,8.5,0.0618071631503551,25,0.18288130828285007,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.0,Medium
AUDI,A7 QUATTRO TDI (modified),-0.11853519538053964,0.20642873888631294,9.8,6.2,-0.9902381621032489,35,-0.5761549272514811,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18.0,Medium
AUDI,A8,-0.11853519538053964,0.20642873888631294,13.1,8.8,0.0618071631503551,25,0.1154114206797984,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.0,Medium
AUDI,A8,0.6140158104045588,1.2897915940941798,13.7,8.3,0.0957441091262783,25,0.2334837239851388,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.0,Medium
AUDI,A8 TDI (modified),-0.11853519538053964,0.20642873888631294,9.8,6.5,-0.8884273241754804,34,-0.45808262394614074,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18.0,Medium
AUDI,A8L,-0.11853519538053964,0.20642873888631294,13.1,8.8,0.0618071631503551,25,0.1154114206797984,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.0,Medium
AUDI,A8L,0.6140158104045588,1.2897915940941798,14.7,9.7,0.5029874608373506,23,0.6214355777026859,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.0,Medium
AUDI,A8L,2.298883123710285,3.4565173045099136,18.7,11.5,1.521095840115032,18,1.8864959702599045,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,75.6,High
AUDI,A8L TDI (modified),-0.11853519538053964,0.20642873888631294,9.8,6.5,-0.8884273241754804,34,-0.45808262394614074,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18.0,Medium
AUDI,ALLROAD QUATTRO,-0.851086201165638,-0.8769341163215539,11.8,8.8,-0.17575145868110364,27,-0.15446812973240825,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
AUDI,Q5,-0.851086201165638,-0.8769341163215539,12.0,8.5,-0.20968840465702623,27,-0.205070545434697,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
AUDI,Q5,-0.11853519538053964,0.20642873888631294,12.9,9.2,0.0618071631503551,25,0.1154114206797984,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.0,Medium
AUDI,Q5 TDI (modified),-0.11853519538053964,0.20642873888631294,10.2,7.8,-0.6848056483199443,31,-0.12073318593088242,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18.0,Medium
AUDI,Q5 HYBRID,-0.851086201165638,-0.8769341163215539,9.9,8.3,-0.6169317563680992,31,-0.6604922867552957,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
AUDI,Q7,-0.11853519538053964,0.20642873888631294,15.1,10.9,0.7405460826688094,21,0.8913151281148926,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.0,High
AUDI,Q7 TDI (modified),-0.11853519538053964,0.20642873888631294,12.4,8.7,-0.10787756672925845,26,0.6551705215042117,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18.0,Medium
AUDI,R8,0.7605260115615785,1.2897915940941798,17.6,11.0,1.2156633263317274,19,1.431074228939306,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,33.6,High
AUDI,R8,0.7605260115615785,1.2897915940941798,21.2,13.4,2.2677086515853313,16,2.6286647338934728,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,33.6,High
AUDI,R8,1.493077017346677,2.3731544493020467,18.2,10.6,1.2835372182835731,19,1.616616419847698,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,52.0,High
AUDI,R8,1.493077017346677,2.3731544493020467,21.1,13.8,2.3016455975612544,16,2.6623996776949985,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,52.0,High
AUDI,R8 SPYDER,0.7605260115615785,1.2897915940941798,17.6,11.0,1.2156633263317274,19,1.431074228939306,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,33.6,High
AUDI,R8 SPYDER,0.7605260115615785,1.2897915940941798,21.2,13.4,2.2677086515853313,16,2.6286647338934728,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,33.6,High
AUDI,R8 SPYDER,1.493077017346677,2.3731544493020467,18.2,10.6,1.2835372182835731,19,1.616616419847698,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,52.0,High
AUDI,R8 SPYDER,1.493077017346677,2.3731544493020467,21.1,13.8,2.3016455975612544,16,2.6623996776949985,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,52.0,High
AUDI,RS 5,0.7605260115615785,1.2897915940941798,15.3,10.9,0.7744830286447325,21,0.9250500719164183,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,33.6,High
AUDI,RS 5 CABRIOLET,0.7605260115615785,1.2897915940941798,15.2,11.3,0.8084199746206552,21,0.9587850157179442,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,33.6,High
AUDI,RS 7,0.6140158104045588,1.2897915940941798,15.5,8.8,0.5029874608373506,23,0.7057729372065005,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.0,Medium
AUDI,S4,-0.11853519538053964,0.20642873888631294,13.2,9.2,0.12968105510220088,25,0.18288130828285007,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.0,Medium
AUDI,S4,-0.11853519538053964,0.20642873888631294,14.6,9.8,0.469050514861428,23,0.5708331620003971,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,18.0,Medium
AUDI,S5,-0.11853519538053964,0.20642873888631294,13.2,9.2,0.12968105510220088,25,0.18288130828285007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.0,Medium
AUDI,S5,-0.11853519538053964,0.20642873888631294,14.6,9.8,0.469050514861428,23,0.5708331620003971,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,18.0,Medium
AUDI,S5 CABRIOLET,-0.11853519538053964,0.20642873888631294,13.3,9.5,0.19755494705404608,24,0.26721866778666464,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.0,Medium
AUDI,S6,0.6140158104045588,1.2897915940941798,14.2,9.7,0.4011766229095822,23,0.5033632743973454,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.0,Medium
AUDI,S7,0.6140158104045588,1.2897915940941798,14.2,9.7,0.4011766229095822,23,0.5033632743973454,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.0,Medium
AUDI,S8,0.6140158104045588,1.2897915940941798,15.8,9.2,0.604798298765119,22,0.8238452405118408,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.0,Medium
AUDI,SQ5,-0.11853519538053964,0.20642873888631294,14.9,10.1,0.5708613527891958,22,0.6889054653057375,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.0,Medium
AUDI,TT COUPE QUATTRO,-0.851086201165638,-0.8769341163215539,10.4,7.6,-0.6508687023440217,31,-0.7110947024575844,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
AUDI,TT ROADSTER QUATTRO,-0.851086201165638,-0.8769341163215539,10.4,7.6,-0.6508687023440217,31,-0.7110947024575844,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
AUDI,TTS COUPE QUATTRO,-0.851086201165638,-0.8769341163215539,11.5,8.8,-0.24362535063294882,27,-0.23880548923622283,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
AUDI,TTS ROADSTER QUATTRO,-0.851086201165638,-0.8769341163215539,11.5,8.8,-0.24362535063294882,27,-0.23880548923622283,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
BENTLEY,CONTINENTAL GT,0.6140158104045588,1.2897915940941798,16.3,9.8,0.8084199746206552,21,1.0599898471225218,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.0,High
BENTLEY,CONTINENTAL GT,2.0791178219747555,3.4565173045099136,18.8,11.5,1.521095840115032,18,1.768423666954564,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,72.0,High
BENTLEY,CONTINENTAL GTC,0.6140158104045588,1.2897915940941798,17.4,10.2,1.0799155424280364,20,1.3636043413362542,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,32.0,High
BENTLEY,CONTINENTAL GTC,2.0791178219747555,3.4565173045099136,20.0,12.2,1.860465299874259,17,2.1732429925728742,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,72.0,High
BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,2.0791178219747555,3.4565173045099136,20.0,12.2,1.860465299874259,17,2.1732429925728742,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,72.0,High
BENTLEY,FLYING SPUR,2.0791178219747555,3.4565173045099136,20.3,11.9,1.860465299874259,17,2.3081827677789772,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,72.0,High
BENTLEY,MULSANNE,2.665158626602834,1.2897915940941798,22.3,14.9,2.708888949272327,15,3.1346888909163604,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,54.4,High
BMW,320i,-0.851086201165638,-0.8769341163215539,10.0,6.5,-0.8884273241754804,34,-0.9809742528697911,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Low
BMW,320i,-0.851086201165638,-0.8769341163215539,10.4,6.7,-0.7866164862477127,32,-0.8629019495644508,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,8.0,Low
BMW,320i xDRIVE,-0.851086201165638,-0.8769341163215539,10.2,7.0,-0.7526795402717895,32,-0.8291670057629249,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.0,Medium
BMW,328d xDRIVE,-0.851086201165638,-0.8769341163215539,7.6,5.5,-1.4653554057661666,42,-1.183383915678946,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.0,Low
BMW,328d xDRIVE TOURING,-0.851086201165638,-0.8769341163215539,7.6,5.5,-1.4653554057661666,42,-1.183383915678946,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.0,Low
